order_id,order_time,main_dish,order_price,restaurant_lat,restaurant_lng,customer_lat,customer_lng,delivery_neighborhood,weather,traffic_level,restaurant_busy_level,courier_name,courier_vehicle,customer_first_name,app_version,delivery_time_minutes
DT00931,2026-03-06 12:49:42,margherita_pizza,49.39,-23.561684,-46.655981,-23.559007,-46.641891,Bela Vista,rain,high,medium,Felipe,motorcycle,Gabriela,6.0.0,54
DT00307,2026-06-04 18:25:38,grilled_chicken,35.00,-23.561684,-46.655981,-23.548857,-46.652412,Bela Vista,clear,high,medium,Igor,bike,Sofia,5.18.0,47
DT04808,2026-04-18 19:28:16,grilled_chicken,36.33,-23.561684,-46.655981,-23.556151,-46.648557,Bela Vista,clear,medium,medium,Helena,car,Vanessa,5.21.2,40
DT02351,2026-02-03 22:44:34,pepperoni_pizza,44.26,-23.561684,-46.655981,-23.596741,-46.722909,Morumbi,clear,low,low,Nina,motorcycle,Natalia,5.18.0,53
DT03205,2026-01-01 19:16:55,ramen,45.68,-23.561684,-46.655981,-23.563945,-46.668404,Jardins,rain,high,medium,Marcos,motorcycle,Thiago,5.22.0,66
DT02092,2026-02-09 12:30:29,margherita_pizza,49.99,-23.561684,-46.655981,-23.569635,-46.684592,Pinheiros,cloudy,medium,medium,Helena,motorcycle,Sofia,6.0.0,50
DT03609,2026-01-08 17:14:29,pepperoni_pizza,58.00,-23.561684,-46.655981,-23.582551,-46.679294,Itaim Bibi,clear,low,low,Carla,bike,Thiago,6.0.0,46
DT01148,2026-05-23 23:21:38,smash_burger,25.61,-23.561684,-46.655981,-23.574136,-46.694423,Pinheiros,clear,low,low,Marcos,motorcycle,Thiago,5.20.0,36
DT00609,2026-03-17 11:25:35,poke_bowl,47.19,-23.561684,-46.655981,-23.555129,-46.636105,Liberdade,clear,medium,low,Carla,motorcycle,Julia,5.18.0,37
DT01613,2026-04-21 23:40:03,carbonara_pasta,53.44,-23.561684,-46.655981,-23.556252,-46.661122,Consolacao,clear,low,low,Helena,motorcycle,Elisa,5.18.0,29
DT02021,2026-01-06 18:33:29,sushi_combo,72.51,-23.561684,-46.655981,-23.561047,-46.637622,Bela Vista,rain,high,medium,Diego,motorcycle,Carla,5.19.1,61
DT01326,2026-03-15 14:15:39,caesar_salad,28.52,-23.561684,-46.655981,-23.578876,-46.670555,Itaim Bibi,clear,low,low,Julia,bike,Rafael,5.22.0,27
DT02610,2026-04-22 11:42:11,pepperoni_pizza,55.98,-23.561684,-46.655981,-23.626839,-46.695864,Brooklin,clear,low,low,Julia,motorcycle,Diego,5.21.2,49
DT01918,2026-04-16 21:12:41,classic_burger,31.59,-23.561684,-46.655981,-23.545258,-46.648702,Consolacao,cloudy,medium,medium,Felipe,car,Thiago,5.22.0,54
DT02913,2026-04-18 12:44:57,pepperoni_pizza,51.66,-23.561684,-46.655981,-23.616125,-46.674977,Moema,clear,low,medium,Diego,motorcycle,Yasmin,5.19.1,63
DT04614,2026-05-10 23:05:19,smash_burger,32.43,-23.561684,-46.655981,-23.499870,-46.629853,Santana,clear,low,low,Ana,motorcycle,Elisa,5.20.0,46
DT04899,2026-05-11 23:57:56,acai_bowl,25.74,-23.561684,-46.655981,-23.596505,-46.693446,Itaim Bibi,clear,low,low,Felipe,motorcycle,Lucas,5.21.2,26
DT02056,2026-04-23 23:01:35,margherita_pizza,42.35,-23.561684,-46.655981,-23.555759,-46.625015,Liberdade,cloudy,low,low,Marcos,bike,Lucas,5.18.0,45
DT01964,2026-04-28 23:05:20,smash_burger,29.29,-23.561684,-46.655981,-23.531048,-46.669383,Perdizes,cloudy,low,low,Gabriel,motorcycle,Vanessa,5.19.1,40
DT02677,2026-03-03 12:27:28,poke_bowl,46.99,-23.561684,-46.655981,-23.569974,-46.669290,Jardins,cloudy,medium,medium,Felipe,bike,Ana,5.22.0,44
DT01890,2026-02-20 21:44:52,caesar_salad,36.17,-23.561684,-46.655981,-23.567022,-46.651895,Bela Vista,cloudy,medium,medium,Carla,motorcycle,Paula,5.21.2,33
DT02324,2026-02-02 19:33:43,poke_bowl,46.10,-23.561684,-46.655981,-23.531732,-46.568825,Tatuape,clear,high,medium,Gabriel,motorcycle,Vanessa,5.20.0,77
DT00617,2026-05-18 20:19:27,carbonara_pasta,41.63,-23.561684,-46.655981,-23.560146,-46.628478,Liberdade,rain,medium,medium,Marcos,motorcycle,Rafael,5.20.0,59
DT00973,2026-05-15 11:49:21,smash_burger,32.89,-23.561684,-46.655981,-23.655621,-46.703271,Santo Amaro,cloudy,medium,medium,Helena,motorcycle,Rafael,5.22.0,77
DT03428,2026-04-11 09:20:31,margherita_pizza,44.03,-23.561684,-46.655981,-23.580294,-46.679097,Itaim Bibi,clear,low,low,Helena,motorcycle,Felipe,5.22.0,38
DT00105,2026-03-09 11:53:41,classic_burger,31.06,-23.561684,-46.655981,-23.609099,-46.668099,Moema,storm,medium,medium,Diego,motorcycle,Diego,5.18.0,67
DT03373,2026-02-20 10:46:05,acai_bowl,19.75,-23.561684,-46.655981,-23.565097,-46.672469,Jardins,rain,low,low,Helena,motorcycle,Lucas,5.20.0,25
DT00939,2026-01-22 20:41:52,caesar_salad,29.45,-23.561684,-46.655981,-23.541240,-46.629299,Liberdade,rain,medium,medium,Diego,motorcycle,Igor,6.0.0,55
DT02671,2026-03-03 18:43:07,vegan_wrap,27.70,-23.561684,-46.655981,-23.571439,-46.681376,Pinheiros,cloudy,high,low,Nina,bike,Mariana,5.22.0,49
DT00009,2026-02-16 19:53:39,ramen,54.44,-23.561684,-46.655981,-23.608729,-46.666078,Moema,cloudy,medium,medium,Igor,bike,Igor,5.21.2,71
DT02156,2026-04-26 19:05:10,ramen,47.80,-23.561684,-46.655981,-23.578289,-46.709229,Butanta,clear,medium,high,Marcos,motorcycle,Carla,5.19.1,70
DT01144,2026-04-04 18:28:56,acai_bowl,23.04,-23.561684,-46.655981,-23.573125,-46.710981,Butanta,rain,medium,medium,Helena,motorcycle,Gabriela,5.18.0,49
DT04060,2026-06-08 21:19:32,pepperoni_pizza,50.40,-23.561684,-46.655981,-23.565573,-46.670724,Jardins,clear,low,medium,Bruno,motorcycle,Lucas,5.22.0,43
DT02182,2026-05-07 18:41:38,bbq_ribs,68.41,-23.561684,-46.655981,-23.578646,-46.632086,Vila Mariana,clear,medium,low,Diego,bike,Otavio,5.19.1,68
DT03744,2026-05-02 21:49:57,carbonara_pasta,45.19,-23.561684,-46.655981,-23.596894,-46.709177,Morumbi,clear,medium,medium,Carla,motorcycle,Yasmin,6.0.0,66
DT03670,2026-03-13 13:02:25,acai_bowl,25.21,-23.561684,-46.655981,-23.583276,-46.627036,Vila Mariana,rain,high,low,Gabriel,motorcycle,Gabriela,5.22.0,54
DT01831,2026-06-02 20:47:08,smash_burger,28.58,-23.561684,-46.655981,-23.539110,-46.580774,Tatuape,rain,high,medium,Nina,car,Sofia,6.0.0,89
DT00600,2026-02-21 19:39:35,acai_bowl,28.81,-23.561684,-46.655981,-23.562928,-46.628440,Liberdade,cloudy,medium,high,Marcos,car,Vanessa,6.0.0,60
DT04581,2026-03-10 18:28:36,vegan_wrap,28.51,-23.561684,-46.655981,-23.544761,-46.656493,Consolacao,rain,high,medium,Bruno,motorcycle,Bruno,6.0.0,55
DT02184,2026-01-17 18:07:51,vegan_wrap,29.92,-23.561684,-46.655981,-23.524449,-46.699601,Lapa,rain,medium,medium,Helena,motorcycle,Ana,5.21.2,46
DT02964,2026-01-31 11:42:37,sushi_combo,70.82,-23.561684,-46.655981,-23.529741,-46.672572,Perdizes,storm,medium,medium,Diego,car,Igor,5.20.0,74
DT02579,2026-02-13 17:41:47,pepperoni_pizza,53.67,-23.561684,-46.655981,-23.565326,-46.698790,Pinheiros,rain,low,low,Marcos,motorcycle,Julia,5.20.0,56
DT04295,2026-05-07 11:28:04,poke_bowl,47.14,-23.561684,-46.655981,-23.569560,-46.687707,Pinheiros,clear,low,low,Igor,motorcycle,Mariana,5.19.1,33
DT03634,2026-05-16 23:14:01,poke_bowl,49.26,-23.561684,-46.655981,-23.543280,-46.568602,Tatuape,cloudy,low,low,Felipe,motorcycle,Felipe,5.22.0,57
DT03541,2026-01-28 20:19:27,vegan_wrap,28.14,-23.561684,-46.655981,-23.553390,-46.652296,Bela Vista,rain,high,medium,Marcos,walking,Ana,5.18.0,61
DT01297,2026-04-14 23:34:09,classic_burger,36.45,-23.561684,-46.655981,-23.571310,-46.701007,Pinheiros,rain,medium,low,Julia,motorcycle,Igor,5.19.1,48
DT00235,2026-02-16 14:29:51,smash_burger,29.14,-23.561684,-46.655981,-23.555245,-46.653828,Bela Vista,cloudy,low,low,Felipe,motorcycle,Igor,5.20.0,20
DT03794,2026-04-30 12:51:14,margherita_pizza,44.67,-23.561684,-46.655981,-23.564011,-46.674869,Pinheiros,cloudy,medium,low,Nina,car,Diego,5.21.2,46
DT00720,2026-04-12 20:40:49,acai_bowl,26.47,-23.561684,-46.655981,-23.547178,-46.635755,Bela Vista,cloudy,low,medium,Felipe,motorcycle,Carla,5.20.0,27
DT04554,2026-04-19 19:06:24,grilled_chicken,32.43,-23.561684,-46.655981,-23.557007,-46.655919,Bela Vista,clear,medium,medium,Diego,motorcycle,Rafael,5.21.2,40
DT03140,2026-06-14 15:00:53,classic_burger,36.10,-23.561684,-46.655981,-23.566902,-46.707484,Butanta,rain,low,low,Helena,motorcycle,Rafael,5.20.0,43
DT04862,2026-01-10 12:52:39,poke_bowl,52.01,-23.561684,-46.655981,-23.608321,-46.671109,Moema,rain,medium,medium,Julia,motorcycle,Lucas,5.22.0,58
DT04548,2026-03-27 18:05:24,smash_burger,30.19,-23.561684,-46.655981,-23.531443,-46.701873,Lapa,clear,medium,low,Nina,car,Paula,5.20.0,58
DT01842,2026-01-30 14:45:59,margherita_pizza,43.86,-23.561684,-46.655981,-23.568186,-46.690478,Jardins,clear,low,low,Gabriel,motorcycle,Natalia,6.0.0,38
DT01832,2026-04-08 23:09:12,sushi_combo,65.45,-23.561684,-46.655981,-23.590023,-46.688133,Itaim Bibi,clear,low,low,Carla,motorcycle,Rafael,5.20.0,54
DT03839,2026-02-10 13:13:16,acai_bowl,21.08,-23.561684,-46.655981,-23.558915,-46.687335,Pinheiros,storm,high,medium,Marcos,bike,Vanessa,5.22.0,68
DT00624,2026-01-24 18:41:51,vegan_wrap,31.34,-23.561684,-46.655981,-23.558157,-46.655663,Consolacao,clear,low,medium,Julia,bike,Otavio,5.18.0,30
DT02644,2026-01-04 12:44:24,sushi_combo,70.29,-23.561684,-46.655981,-23.522349,-46.705963,Lapa,clear,low,medium,Marcos,motorcycle,Gabriela,5.22.0,67
DT02468,2026-03-03 11:26:31,classic_burger,33.29,-23.561684,-46.655981,-23.578910,-46.720765,Butanta,storm,high,low,Felipe,motorcycle,Sofia,6.0.0,72
DT03967,2026-02-22 08:43:38,vegan_wrap,34.47,-23.561684,-46.655981,-23.585071,-46.691066,Itaim Bibi,clear,low,low,Ana,motorcycle,Lucas,5.21.2,30
DT01423,2026-01-17 12:20:41,vegan_wrap,27.31,-23.561684,-46.655981,-23.519820,-46.669896,Perdizes,rain,medium,low,Julia,car,Yasmin,6.0.0,59
DT00405,2026-05-26 13:38:35,caesar_salad,32.57,-23.561684,-46.655981,-23.606979,-46.658053,Moema,clear,high,medium,Marcos,car,Bruno,5.21.2,67
DT03591,2026-04-27 13:21:28,bbq_ribs,77.51,-23.561684,-46.655981,-23.595246,-46.710186,Morumbi,clear,medium,medium,Bruno,motorcycle,Sofia,5.22.0,79
DT04761,2026-03-17 11:13:53,margherita_pizza,45.21,-23.561684,-46.655981,-23.576905,-46.670359,Jardins,rain,medium,medium,Igor,bike,Yasmin,5.22.0,58
DT01381,2026-05-08 22:53:25,carbonara_pasta,41.34,-23.561684,-46.655981,-23.563251,-46.705019,Butanta,clear,low,low,Felipe,motorcycle,Gabriela,5.21.2,44
DT02071,2026-02-09 18:42:28,ramen,45.87,-23.561684,-46.655981,-23.566759,-46.684330,Pinheiros,rain,medium,low,Marcos,motorcycle,Felipe,5.20.0,50
DT04562,2026-04-17 18:18:18,poke_bowl,53.88,-23.561684,-46.655981,-23.506025,-46.609820,Santana,clear,medium,low,Igor,motorcycle,Vanessa,6.0.0,58
DT03346,2026-03-15 20:26:13,acai_bowl,23.93,-23.561684,-46.655981,-23.600920,-46.726346,Morumbi,clear,medium,medium,Carla,bike,Helena,5.19.1,80
DT00155,2026-03-28 18:15:06,caesar_salad,36.19,-23.561684,-46.655981,-23.562332,-46.641412,Bela Vista,rain,medium,low,Ana,car,Thiago,5.19.1,31
DT02554,2026-01-11 13:34:49,smash_burger,25.57,-23.561684,-46.655981,-23.578444,-46.709613,Butanta,cloudy,medium,low,Julia,car,Carla,5.19.1,59
DT00394,2026-01-26 18:38:29,margherita_pizza,42.67,-23.561684,-46.655981,-23.527317,-46.701975,Lapa,storm,high,low,Elisa,motorcycle,Vanessa,5.20.0,66
DT02465,2026-06-10 15:03:17,poke_bowl,49.97,-23.561684,-46.655981,-23.504723,-46.625945,Santana,cloudy,low,low,Felipe,motorcycle,Gabriela,5.19.1,48
DT04292,2026-03-07 13:28:36,acai_bowl,23.42,-23.561684,-46.655981,-23.567083,-46.669619,Jardins,cloudy,low,medium,Diego,motorcycle,Lucas,5.20.0,36
DT03461,2026-02-08 19:48:43,carbonara_pasta,47.06,-23.561684,-46.655981,-23.560434,-46.624617,Liberdade,clear,medium,medium,Marcos,bike,Elisa,5.19.1,62
DT04116,2026-05-21 18:34:20,margherita_pizza,42.52,-23.561684,-46.655981,-23.590078,-46.686411,Itaim Bibi,clear,medium,low,Gabriel,motorcycle,Lucas,5.20.0,48
DT03452,2026-01-03 20:38:50,margherita_pizza,44.01,-23.561684,-46.655981,-23.590328,-46.685635,Itaim Bibi,cloudy,medium,high,Gabriel,car,Mariana,5.20.0,77
DT02774,2026-04-06 11:16:57,margherita_pizza,45.04,-23.561684,-46.655981,-23.592846,-46.677773,Itaim Bibi,clear,low,low,Nina,car,Ana,5.21.2,47
DT03873,2026-03-10 23:01:40,vegan_wrap,28.27,-23.561684,-46.655981,-23.573534,-46.688788,Itaim Bibi,rain,low,low,Julia,car,Felipe,5.18.0,39
DT01404,2026-04-13 22:58:42,classic_burger,31.13,-23.561684,-46.655981,-23.590358,-46.636354,Vila Mariana,clear,low,low,Marcos,motorcycle,Ana,6.0.0,42
DT03494,2026-03-08 18:31:51,classic_burger,32.79,-23.561684,-46.655981,-23.591013,-46.686301,Itaim Bibi,clear,low,low,Bruno,motorcycle,Diego,5.18.0,48
DT03905,2026-01-21 10:53:06,smash_burger,21.64,-23.561684,-46.655981,-23.554930,-46.662644,Jardins,rain,low,low,Bruno,bike,Carla,5.18.0,32
DT01537,2026-01-10 22:47:20,pepperoni_pizza,53.99,-23.561684,-46.655981,-23.559650,-46.688768,Pinheiros,clear,low,low,Julia,motorcycle,Yasmin,6.0.0,43
DT03916,2026-05-16 18:01:14,grilled_chicken,34.45,-23.561684,-46.655981,-23.577233,-46.673481,Jardins,clear,low,low,Helena,motorcycle,Lucas,6.0.0,32
DT00938,2026-04-25 17:13:11,margherita_pizza,47.18,-23.561684,-46.655981,-23.581785,-46.656293,Bela Vista,clear,low,low,Helena,car,Helena,5.20.0,37
DT00892,2026-06-08 14:44:31,poke_bowl,50.93,-23.561684,-46.655981,-23.603393,-46.730622,Morumbi,clear,low,low,Julia,motorcycle,Otavio,5.20.0,48
DT04990,2026-02-18 18:07:01,acai_bowl,22.07,-23.561684,-46.655981,-23.589094,-46.689880,Itaim Bibi,clear,high,low,Igor,motorcycle,Lucas,5.21.2,42
DT00096,2026-05-12 13:08:15,margherita_pizza,48.01,-23.561684,-46.655981,-23.564779,-46.685952,Pinheiros,clear,medium,medium,Felipe,walking,Helena,5.20.0,77
DT03444,2026-02-15 11:40:34,acai_bowl,25.89,-23.561684,-46.655981,-23.596128,-46.638911,Vila Mariana,clear,low,low,Igor,motorcycle,Lucas,5.19.1,27
DT02484,2026-03-17 21:46:10,grilled_chicken,41.65,-23.561684,-46.655981,-23.564379,-46.623899,Liberdade,clear,low,medium,Gabriel,motorcycle,Elisa,5.19.1,46
DT04724,2026-02-06 19:31:26,caesar_salad,27.37,-23.561684,-46.655981,-23.568724,-46.673258,Jardins,clear,medium,medium,Felipe,bike,Diego,5.21.2,40
DT04514,2026-05-08 22:43:29,caesar_salad,30.35,-23.561684,-46.655981,-23.583810,-46.636734,Vila Mariana,clear,low,low,Elisa,motorcycle,Helena,5.19.1,30
DT03136,2026-02-28 12:53:42,smash_burger,28.67,-23.561684,-46.655981,-23.591352,-46.635606,Vila Mariana,rain,medium,medium,Nina,car,Ana,5.18.0,60
DT01284,2026-01-30 14:12:24,feijoada,39.91,-23.561684,-46.655981,-23.583830,-46.679806,Itaim Bibi,rain,low,medium,Nina,motorcycle,Mariana,6.0.0,53
DT00286,2026-04-22 18:26:23,carbonara_pasta,44.57,-23.561684,-46.655981,-23.560844,-46.647205,Bela Vista,cloudy,high,low,Felipe,walking,Bruno,5.18.0,51
DT02305,2026-02-15 20:55:26,ramen,50.79,-23.561684,-46.655981,-23.566742,-46.668068,Jardins,rain,medium,medium,Bruno,motorcycle,Lucas,6.0.0,57
DT02935,2026-01-07 14:18:20,smash_burger,27.90,-23.561684,-46.655981,-23.561138,-46.687230,Pinheiros,clear,low,low,Marcos,motorcycle,Lucas,6.0.0,34
DT01029,2026-03-07 22:09:10,smash_burger,28.01,-23.561684,-46.655981,-23.598443,-46.635774,Vila Mariana,cloudy,low,low,Diego,bike,Ana,5.20.0,54
DT03551,2026-02-17 17:30:24,poke_bowl,48.07,-23.561684,-46.655981,-23.605686,-46.666446,Moema,rain,low,low,Helena,motorcycle,Bruno,5.22.0,46
DT03852,2026-05-21 19:57:11,margherita_pizza,41.18,-23.561684,-46.655981,-23.558267,-46.627590,Liberdade,cloudy,medium,low,Gabriel,walking,Thiago,5.22.0,72
DT03371,2026-06-01 20:52:27,vegan_wrap,26.65,-23.561684,-46.655981,-23.584648,-46.670379,Itaim Bibi,clear,high,medium,Igor,motorcycle,Julia,5.18.0,56
DT00072,2026-06-06 20:42:21,caesar_salad,30.65,-23.561684,-46.655981,-23.554247,-46.653377,Consolacao,clear,medium,medium,Helena,bike,Lucas,5.18.0,28
DT01961,2026-05-04 15:05:24,acai_bowl,22.57,-23.561684,-46.655981,-23.557827,-46.621819,Liberdade,clear,low,low,Helena,motorcycle,Thiago,5.21.2,25
DT01062,2026-05-19 17:55:45,pepperoni_pizza,52.28,-23.561684,-46.655981,-23.544491,-46.681395,Perdizes,cloudy,low,low,Nina,motorcycle,Ana,5.21.2,42
DT00981,2026-03-20 11:07:19,smash_burger,29.94,-23.561684,-46.655981,-23.535562,-46.667712,Perdizes,rain,medium,low,Nina,motorcycle,Elisa,5.22.0,38
DT02750,2026-03-28 19:35:36,classic_burger,33.09,-23.561684,-46.655981,-23.587202,-46.616637,Vila Mariana,cloudy,low,medium,Gabriel,motorcycle,Helena,5.18.0,57
DT03721,2026-04-06 19:58:13,mushroom_risotto,57.71,-23.561684,-46.655981,-23.606828,-46.667470,Moema,cloudy,medium,medium,Marcos,motorcycle,Rafael,5.19.1,67
DT01149,2026-05-11 14:20:59,pepperoni_pizza,55.48,-23.561684,-46.655981,-23.549549,-46.651313,Bela Vista,clear,low,low,Nina,car,Gabriela,5.19.1,35
DT01545,2026-05-14 21:49:32,sushi_combo,68.66,-23.561684,-46.655981,-23.572427,-46.662571,Jardins,clear,low,medium,Bruno,walking,Mariana,6.0.0,62
DT00199,2026-05-02 20:51:19,classic_burger,35.30,-23.561684,-46.655981,-23.533093,-46.681360,Perdizes,cloudy,medium,medium,Gabriel,car,Felipe,5.19.1,61
DT04615,2026-04-09 20:53:41,classic_burger,34.11,-23.561684,-46.655981,-23.557361,-46.687051,Pinheiros,clear,medium,medium,Gabriel,motorcycle,Carla,5.20.0,48
DT03284,2026-02-21 20:30:19,grilled_chicken,33.46,-23.561684,-46.655981,-23.565937,-46.708952,Butanta,rain,medium,medium,Ana,motorcycle,Yasmin,5.18.0,63
DT01885,2026-05-12 19:04:01,caesar_salad,29.52,-23.561684,-46.655981,-23.523890,-46.681928,Perdizes,cloudy,high,medium,Igor,motorcycle,Helena,5.19.1,57
DT04452,2026-02-14 20:15:14,caesar_salad,34.07,-23.561684,-46.655981,-23.547693,-46.656168,Consolacao,storm,medium,high,Elisa,car,Lucas,5.22.0,54
DT01080,2026-04-06 20:18:00,steak_plate,69.63,-23.561684,-46.655981,-23.504384,-46.632977,Santana,cloudy,medium,high,Marcos,motorcycle,Rafael,5.21.2,84
DT01122,2026-05-26 11:41:19,grilled_chicken,40.56,-23.561684,-46.655981,-23.555861,-46.659519,Bela Vista,clear,low,medium,Marcos,bike,Julia,5.20.0,36
DT03357,2026-05-22 10:59:17,poke_bowl,51.23,-23.561684,-46.655981,-23.600981,-46.639671,Vila Mariana,clear,low,low,Elisa,bike,Julia,5.19.1,45
DT00955,2026-01-19 18:52:30,vegan_wrap,27.95,-23.561684,-46.655981,-23.606269,-46.671328,Moema,clear,high,low,Helena,motorcycle,Thiago,5.20.0,43
DT00820,2026-05-09 23:47:24,pepperoni_pizza,49.25,-23.561684,-46.655981,-23.612682,-46.678796,Brooklin,clear,low,low,Felipe,bike,Diego,5.22.0,68
DT04799,2026-02-28 12:43:09,feijoada,36.31,-23.561684,-46.655981,-23.557386,-46.665502,Consolacao,cloudy,low,medium,Igor,car,Rafael,5.18.0,49
DT03946,2026-02-24 20:16:45,feijoada,36.42,-23.561684,-46.655981,-23.546511,-46.655660,Consolacao,rain,high,medium,Carla,motorcycle,Vanessa,5.18.0,63
DT00024,2026-01-19 23:50:48,ramen,48.11,-23.561684,-46.655981,-23.580916,-46.668395,Jardins,cloudy,low,low,Diego,bike,Vanessa,5.21.2,47
DT00649,2026-01-21 13:31:06,carbonara_pasta,40.41,-23.561684,-46.655981,-23.575187,-46.705440,Butanta,clear,medium,low,Julia,motorcycle,Carla,5.19.1,45
DT02912,2026-01-24 18:02:13,classic_burger,33.89,-23.561684,-46.655981,-23.605410,-46.652462,Moema,cloudy,low,medium,Marcos,car,Mariana,6.0.0,58
DT04901,2026-01-23 20:55:54,margherita_pizza,46.79,-23.561684,-46.655981,-23.566169,-46.664106,Jardins,rain,high,low,Julia,bike,Mariana,5.21.2,57
DT01846,2026-04-05 20:16:05,ramen,53.17,-23.561684,-46.655981,-23.568116,-46.692573,Pinheiros,clear,medium,medium,Igor,motorcycle,Sofia,5.19.1,56
DT04525,2026-01-18 14:43:54,smash_burger,27.85,-23.561684,-46.655981,-23.556328,-46.632187,Liberdade,cloudy,low,low,Nina,motorcycle,Mariana,5.19.1,31
DT03089,2026-06-01 12:41:55,margherita_pizza,46.39,-23.561684,-46.655981,-23.538085,-46.684989,Perdizes,cloudy,medium,medium,Elisa,motorcycle,Carla,5.18.0,53
DT03465,2026-02-09 11:57:39,feijoada,42.31,-23.561684,-46.655981,-23.582443,-46.630894,Vila Mariana,rain,medium,medium,Helena,motorcycle,Rafael,5.22.0,64
DT00346,2026-04-29 13:39:52,classic_burger,35.20,-23.561684,-46.655981,-23.580143,-46.632984,Vila Mariana,cloudy,medium,low,Ana,bike,Helena,5.18.0,48
DT01126,2026-03-17 23:25:51,classic_burger,32.48,-23.561684,-46.655981,-23.582220,-46.656651,Jardins,clear,low,low,Ana,car,Elisa,6.0.0,32
DT02759,2026-03-30 20:48:15,feijoada,42.66,-23.561684,-46.655981,-23.547669,-46.643895,Bela Vista,clear,medium,medium,Felipe,motorcycle,Otavio,5.22.0,52
DT03522,2026-01-01 19:25:30,acai_bowl,26.13,-23.561684,-46.655981,-23.561616,-46.708649,Butanta,rain,high,low,Igor,motorcycle,Igor,5.21.2,55
DT04585,2026-03-02 18:10:28,classic_burger,38.20,-23.561684,-46.655981,-23.569624,-46.657803,Bela Vista,cloudy,high,medium,Marcos,walking,Otavio,5.21.2,60
DT03718,2026-06-07 21:18:20,caesar_salad,29.33,-23.561684,-46.655981,-23.591377,-46.626882,Vila Mariana,clear,low,medium,Nina,motorcycle,Felipe,5.18.0,36
DT03534,2026-02-14 12:28:43,carbonara_pasta,46.54,-23.561684,-46.655981,-23.543379,-46.661509,Consolacao,cloudy,low,low,Igor,motorcycle,Elisa,5.22.0,32
DT03847,2026-01-06 21:28:43,bbq_ribs,68.24,-23.561684,-46.655981,-23.587270,-46.661470,Jardins,cloudy,low,high,Ana,motorcycle,Thiago,5.21.2,64
DT01237,2026-03-04 19:08:36,margherita_pizza,48.17,-23.561684,-46.655981,-23.593239,-46.655810,Moema,clear,medium,low,Bruno,motorcycle,Ana,5.19.1,46
DT02532,2026-03-10 16:59:49,bbq_ribs,69.67,-23.561684,-46.655981,-23.543650,-46.577039,Tatuape,clear,low,medium,Marcos,motorcycle,Sofia,5.20.0,72
DT00219,2026-05-23 19:15:36,smash_burger,25.02,-23.561684,-46.655981,-23.569541,-46.679803,Jardins,clear,medium,medium,Diego,motorcycle,Otavio,5.20.0,45
DT04198,2026-02-27 14:47:20,acai_bowl,26.51,-23.561684,-46.655981,-23.570012,-46.657419,Jardins,rain,low,low,Helena,bike,Felipe,6.0.0,26
DT00535,2026-03-10 12:08:19,margherita_pizza,41.35,-23.561684,-46.655981,-23.528739,-46.585109,Tatuape,clear,medium,medium,Marcos,motorcycle,Elisa,5.21.2,67
DT01180,2026-03-17 14:50:37,vegan_wrap,32.44,-23.561684,-46.655981,-23.562813,-46.646190,Bela Vista,rain,low,low,Helena,motorcycle,Lucas,6.0.0,25
DT02099,2026-03-12 21:08:16,steak_plate,72.88,-23.561684,-46.655981,-23.561247,-46.634510,Bela Vista,clear,low,high,Carla,bike,Felipe,5.18.0,64
DT01773,2026-01-17 21:03:35,margherita_pizza,36.14,-23.561684,-46.655981,-23.552802,-46.642075,Consolacao,cloudy,medium,high,Ana,bike,Vanessa,5.21.2,53
DT04728,2026-01-17 21:33:50,acai_bowl,25.90,-23.561684,-46.655981,-23.562420,-46.646048,Bela Vista,rain,medium,medium,Carla,bike,Felipe,5.18.0,44
DT00719,2026-01-16 21:17:50,poke_bowl,55.30,-23.561684,-46.655981,-23.602422,-46.652731,Moema,clear,medium,medium,Helena,motorcycle,Paula,5.22.0,52
DT04172,2026-01-04 20:16:26,pepperoni_pizza,48.11,-23.561684,-46.655981,-23.578553,-46.682059,Pinheiros,storm,high,medium,Felipe,motorcycle,Mariana,6.0.0,69
DT00912,2026-01-08 13:09:25,feijoada,44.00,-23.561684,-46.655981,-23.505623,-46.638352,Santana,clear,high,medium,Felipe,motorcycle,Rafael,5.20.0,80
DT03952,2026-03-12 14:39:29,acai_bowl,24.18,-23.561684,-46.655981,-23.651959,-46.708324,Santo Amaro,clear,low,low,Bruno,car,Natalia,5.18.0,68
DT02988,2026-03-03 15:39:47,feijoada,46.93,-23.561684,-46.655981,-23.611637,-46.688511,Brooklin,cloudy,low,low,Diego,car,Mariana,5.20.0,68
DT02707,2026-03-31 08:21:36,margherita_pizza,40.94,-23.561684,-46.655981,-23.549767,-46.642060,Bela Vista,clear,medium,low,Diego,motorcycle,Otavio,5.22.0,41
DT04216,2026-05-20 12:13:09,caesar_salad,25.37,-23.561684,-46.655981,-23.583633,-46.670141,Itaim Bibi,cloudy,medium,medium,Marcos,motorcycle,Gabriela,5.19.1,40
DT04730,2026-03-20 18:19:55,feijoada,39.19,-23.561684,-46.655981,-23.570628,-46.702831,Pinheiros,clear,medium,medium,Felipe,motorcycle,Diego,6.0.0,54
DT04599,2026-06-12 23:50:59,vegan_wrap,26.84,-23.561684,-46.655981,-23.581916,-46.634097,Vila Mariana,clear,low,low,Julia,motorcycle,Igor,5.21.2,25
